filename,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,策略评分
300073.SZ_当升科技.csv,8,3.51%,50.00%,23.31%,-3.67%,3.727,1.864
300074.SZ_华平股份.csv,16,2.96%,62.50%,31.20%,-11.18%,1.223,0.765
300075.SZ_数字政通.csv,14,-0.40%,57.14%,21.90%,-16.28%,0.668,0.382
300076.SZ_GQY视讯.csv,7,-0.73%,28.57%,12.59%,-11.76%,1.838,0.525
300077.SZ_国民技术.csv,6,4.61%,50.00%,30.49%,-5.53%,3.963,1.982
300078.SZ_思创医惠.csv,15,3.58%,66.67%,28.74%,-13.27%,1.241,0.827
300079.SZ_数码视讯.csv,8,-5.90%,50.00%,7.23%,-55.22%,0.294,0.147
300080.SZ_易成新能.csv,7,-0.92%,42.86%,8.79%,-7.90%,0.929,0.398
300081.SZ_恒信东方.csv,14,0.46%,64.29%,10.60%,-9.74%,0.691,0.445
300082.SZ_奥克股份.csv,2,30.43%,100.00%,55.56%,5.31%,0.304,0.304
300083.SZ_创世纪.csv,23,0.78%,52.17%,24.31%,-16.05%,1.118,0.583
300084.SZ_海默科技.csv,11,-7.37%,18.18%,2.71%,-23.72%,0.211,0.038
300085.SZ_银之杰.csv,2,-15.42%,50.00%,1.82%,-32.66%,0.056,0.028
300086.SZ_康芝药业.csv,16,5.61%,62.50%,53.86%,-19.97%,2.17,1.356
300087.SZ_荃银高科.csv,7,2.89%,57.14%,18.29%,-2.79%,3.147,1.798
300088.SZ_长信科技.csv,9,1.65%,44.44%,19.62%,-6.34%,1.856,0.825
300091.SZ_金通灵.csv,27,-1.66%,40.74%,15.18%,-20.80%,0.943,0.384
300092.SZ_科新机电.csv,7,3.10%,71.43%,20.45%,-11.55%,1.005,0.718
300094.SZ_国联水产.csv,6,-3.35%,16.67%,18.90%,-16.77%,2.424,0.404
300095.SZ_华伍股份.csv,3,1.35%,100.00%,2.90%,0.40%,0.013,0.013
300096.SZ_ST易联众.csv,12,-4.17%,25.00%,5.52%,-11.47%,0.5,0.125
300097.SZ_ST智云.csv,2,-4.04%,0.00%,-2.32%,-5.77%,0.0,0.0
300098.SZ_高新兴.csv,5,-4.97%,20.00%,12.87%,-18.32%,1.366,0.273
300099.SZ_尤洛卡.csv,5,-1.02%,20.00%,7.04%,-5.28%,2.321,0.464
300100.SZ_双林股份.csv,4,0.65%,50.00%,7.23%,-6.34%,1.31,0.655
300101.SZ_振芯科技.csv,16,4.33%,62.50%,49.56%,-12.34%,2.346,1.466
300102.SZ_乾照光电.csv,2,-3.56%,50.00%,1.37%,-8.48%,0.161,0.081
300103.SZ_达刚控股.csv,7,7.09%,71.43%,42.95%,-3.86%,4.252,3.037
300105.SZ_龙源技术.csv,12,5.49%,58.33%,42.94%,-5.68%,3.878,2.262
300106.SZ_西部牧业.csv,3,10.39%,66.67%,49.56%,-20.10%,1.275,0.85
300107.SZ_建新股份.csv,6,3.28%,83.33%,11.74%,-4.57%,1.062,0.885
300109.SZ_新开源.csv,12,-0.96%,66.67%,19.05%,-32.48%,0.395,0.264
300110.SZ_华仁药业.csv,13,-1.92%,53.85%,6.36%,-30.40%,0.421,0.227
300111.SZ_向日葵.csv,7,-4.94%,42.86%,5.18%,-15.03%,0.308,0.132
300112.SZ_万讯自控.csv,3,1.49%,33.33%,8.74%,-2.60%,4.096,1.365
300113.SZ_顺网科技.csv,10,1.63%,40.00%,19.05%,-7.22%,2.487,0.995
300115.SZ_长盈精密.csv,11,-0.99%,45.45%,10.04%,-10.90%,0.749,0.341
300118.SZ_东方日升.csv,9,-2.98%,44.44%,5.11%,-12.75%,0.374,0.166
300119.SZ_瑞普生物.csv,13,0.02%,61.54%,8.64%,-11.14%,0.632,0.389
300120.SZ_经纬辉开.csv,7,2.73%,71.43%,35.21%,-32.78%,0.627,0.448
300121.SZ_阳谷华泰.csv,7,1.77%,57.14%,7.42%,-3.46%,1.481,0.846
300122.SZ_智飞生物.csv,9,-2.10%,44.44%,4.71%,-12.02%,0.52,0.231
300123.SZ_亚光科技.csv,5,-0.57%,60.00%,6.69%,-6.72%,0.513,0.308
300124.SZ_汇川技术.csv,10,1.81%,50.00%,8.65%,-3.49%,2.479,1.239
300126.SZ_锐奇股份.csv,7,-1.27%,28.57%,4.83%,-5.22%,1.033,0.295
300127.SZ_银河磁体.csv,2,2.69%,100.00%,2.75%,2.64%,0.027,0.027
300128.SZ_锦富技术.csv,11,2.15%,54.55%,18.18%,-13.29%,1.501,0.819
300129.SZ_泰胜风能.csv,11,-0.74%,45.45%,14.30%,-16.16%,0.963,0.438
300130.SZ_新国都.csv,10,-1.48%,40.00%,12.13%,-14.91%,0.97,0.388
300131.SZ_英唐智控.csv,8,5.00%,75.00%,23.83%,-7.34%,1.816,1.362
300132.SZ_青松股份.csv,13,1.18%,61.54%,6.85%,-4.85%,1.44,0.886
300133.SZ_华策影视.csv,12,2.54%,66.67%,14.78%,-11.59%,1.038,0.692
300134.SZ_大富科技.csv,7,0.40%,57.14%,4.49%,-2.20%,1.225,0.7
300135.SZ_宝利国际.csv,9,-0.23%,55.56%,9.96%,-12.94%,0.721,0.401
300136.SZ_信维通信.csv,9,4.55%,88.89%,9.17%,-6.99%,0.857,0.762
300137.SZ_ST先河.csv,10,0.91%,30.00%,27.59%,-5.67%,2.817,0.845
300138.SZ_晨光生物.csv,11,4.51%,63.64%,44.68%,-11.60%,1.808,1.15
300139.SZ_晓程科技.csv,6,-0.35%,66.67%,9.39%,-11.51%,0.451,0.301
300140.SZ_节能环境.csv,12,14.75%,75.00%,58.12%,-6.04%,4.373,3.279
300141.SZ_和顺电气.csv,6,3.83%,83.33%,15.15%,-3.51%,1.507,1.256
300142.SZ_沃森生物.csv,11,2.40%,72.73%,15.19%,-7.93%,1.118,0.813
300143.SZ_盈康生命.csv,11,-1.35%,54.55%,3.94%,-11.27%,0.31,0.169
300144.SZ_宋城演艺.csv,10,-0.34%,40.00%,11.18%,-8.51%,1.324,0.53
300145.SZ_南方泵业.csv,17,3.59%,70.59%,14.24%,-6.39%,2.53,1.786
300146.SZ_汤臣倍健.csv,15,-3.47%,40.00%,8.82%,-46.87%,0.417,0.167
300147.SZ_ST香雪.csv,6,0.81%,33.33%,12.93%,-6.67%,2.546,0.849
300148.SZ_天舟文化.csv,6,5.00%,66.67%,25.29%,-3.07%,2.695,1.797
300149.SZ_睿智医药.csv,5,-3.31%,40.00%,1.07%,-14.06%,0.138,0.055
300150.SZ_世纪瑞尔.csv,15,3.27%,73.33%,12.45%,-7.04%,1.378,1.011
300151.SZ_昌红科技.csv,10,-2.78%,40.00%,7.47%,-13.38%,0.484,0.193
300152.SZ_ST新动力.csv,13,6.40%,61.54%,32.23%,-6.56%,2.356,1.45
300153.SZ_科泰电源.csv,9,-4.61%,44.44%,9.90%,-54.34%,0.458,0.203
300154.SZ_瑞凌股份.csv,4,-0.39%,75.00%,2.64%,-7.06%,0.259,0.194
300155.SZ_安居宝.csv,5,-9.19%,20.00%,7.74%,-23.30%,0.577,0.115
300157.SZ_新锦动力.csv,12,8.92%,75.00%,44.75%,-11.58%,2.141,1.606
300158.SZ_振东制药.csv,6,-2.70%,33.33%,4.51%,-12.53%,0.561,0.187
300160.SZ_秀强股份.csv,11,-0.76%,36.36%,13.98%,-8.57%,1.245,0.453
300161.SZ_华中数控.csv,4,2.41%,50.00%,12.66%,-4.80%,2.579,1.289
300162.SZ_雷曼光电.csv,3,-1.47%,33.33%,20.28%,-15.90%,1.643,0.548
300163.SZ_先锋新材.csv,7,4.89%,42.86%,23.27%,-11.55%,2.721,1.166
300164.SZ_通源石油.csv,6,2.53%,83.33%,5.66%,-4.54%,0.869,0.724
300165.SZ_ST天瑞.csv,7,1.98%,42.86%,21.33%,-7.95%,2.704,1.159
300166.SZ_东方国信.csv,10,5.53%,50.00%,44.57%,-6.49%,3.64,1.82
300168.SZ_万达信息.csv,22,0.89%,63.64%,16.76%,-17.21%,0.828,0.527
300169.SZ_天晟新材.csv,6,7.43%,100.00%,17.76%,0.53%,0.074,0.074
300170.SZ_汉得信息.csv,11,4.33%,63.64%,19.05%,-7.09%,2.392,1.522
300171.SZ_东富龙.csv,11,2.30%,63.64%,14.28%,-9.46%,1.202,0.765
300172.SZ_中电环保.csv,3,1.73%,66.67%,5.12%,-4.28%,1.107,0.738
300173.SZ_福能东方.csv,8,1.15%,75.00%,5.04%,-5.08%,0.671,0.503
300174.SZ_元力股份.csv,7,-0.67%,42.86%,6.78%,-7.90%,0.935,0.401
300175.SZ_ST朗源.csv,12,3.38%,50.00%,41.24%,-10.62%,2.16,1.08
300176.SZ_鸿特科技.csv,14,9.13%,71.43%,53.27%,-11.82%,2.473,1.766
300177.SZ_中海达.csv,6,8.74%,83.33%,46.42%,-2.85%,3.884,3.236
300179.SZ_四方达.csv,6,1.61%,66.67%,12.43%,-5.81%,0.979,0.653
300180.SZ_华峰超纤.csv,12,-2.26%,41.67%,9.05%,-9.81%,0.523,0.218
300181.SZ_佐力药业.csv,5,-3.65%,60.00%,3.04%,-17.67%,0.151,0.09
300182.SZ_捷成股份.csv,17,4.98%,82.35%,27.39%,-8.89%,1.408,1.16
300183.SZ_东软载波.csv,8,-1.98%,50.00%,5.47%,-15.94%,0.291,0.146
300184.SZ_力源信息.csv,6,0.43%,66.67%,5.36%,-6.94%,0.628,0.419
300185.SZ_通裕重工.csv,3,3.13%,100.00%,4.26%,1.49%,0.031,0.031
300187.SZ_永清环保.csv,12,4.88%,66.67%,38.41%,-9.83%,1.192,0.795
300188.SZ_国投智能.csv,8,1.47%,62.50%,17.32%,-20.49%,0.89,0.556
300189.SZ_神农种业.csv,6,-1.97%,33.33%,2.80%,-9.44%,0.569,0.19
300190.SZ_维尔利.csv,6,4.72%,66.67%,16.90%,-3.48%,2.586,1.724
300191.SZ_潜能恒信.csv,5,2.94%,80.00%,9.47%,-10.21%,0.61,0.488
300192.SZ_科德教育.csv,11,2.70%,54.55%,19.21%,-3.50%,2.208,1.204
300193.SZ_佳士科技.csv,5,-8.64%,0.00%,-0.15%,-22.62%,0.0,0.0
300194.SZ_福安药业.csv,10,2.78%,40.00%,42.07%,-7.56%,2.827,1.131
300195.SZ_长荣股份.csv,11,-3.69%,36.36%,2.46%,-23.15%,0.259,0.094
300196.SZ_长海股份.csv,18,-1.49%,44.44%,11.40%,-20.91%,0.757,0.336
300197.SZ_节能铁汉.csv,15,-0.14%,46.67%,11.67%,-21.53%,0.943,0.44
300198.SZ_ST纳川.csv,11,5.29%,72.73%,15.23%,-1.82%,6.48,4.713
300199.SZ_翰宇药业.csv,9,-0.80%,44.44%,11.02%,-29.16%,1.029,0.457
300200.SZ_高盟新材.csv,5,9.56%,60.00%,50.98%,-8.52%,3.117,1.87
300201.SZ_海伦哲.csv,9,-2.99%,33.33%,3.36%,-15.56%,0.368,0.123
300203.SZ_聚光科技.csv,14,-0.46%,50.00%,21.61%,-9.28%,0.859,0.43
300204.SZ_舒泰神.csv,6,8.92%,83.33%,43.06%,-4.12%,2.799,2.332
300206.SZ_理邦仪器.csv,7,-0.38%,57.14%,33.09%,-32.30%,0.706,0.403
300207.SZ_欣旺达.csv,3,18.02%,100.00%,20.98%,14.41%,0.18,0.18
300209.SZ_有棵树.csv,10,-3.44%,40.00%,4.57%,-17.47%,0.374,0.15
300210.SZ_森远股份.csv,10,2.78%,40.00%,39.68%,-6.45%,3.637,1.455
300212.SZ_易华录.csv,10,-1.71%,50.00%,9.41%,-16.67%,0.47,0.235
300213.SZ_佳讯飞鸿.csv,3,0.81%,66.67%,7.57%,-7.58%,0.661,0.44
300214.SZ_日科化学.csv,7,0.16%,71.43%,4.74%,-4.99%,0.445,0.318
300215.SZ_电科院.csv,12,-0.68%,50.00%,4.83%,-9.92%,0.42,0.21
300217.SZ_东方电热.csv,7,4.89%,71.43%,23.43%,-3.08%,2.942,2.102
300218.SZ_安利股份.csv,7,0.07%,42.86%,13.78%,-8.53%,1.369,0.587
300219.SZ_鸿利智汇.csv,12,4.48%,66.67%,14.37%,-9.98%,2.048,1.365
300220.SZ_金运激光.csv,11,2.28%,54.55%,14.99%,-8.48%,1.716,0.936
300221.SZ_银禧科技.csv,12,-4.08%,25.00%,4.44%,-17.94%,0.61,0.152
300222.SZ_科大智能.csv,9,2.26%,44.44%,31.88%,-16.73%,1.762,0.783
300223.SZ_北京君正.csv,3,7.66%,33.33%,49.12%,-14.90%,3.757,1.252
300224.SZ_正海磁材.csv,4,-0.80%,25.00%,1.72%,-3.67%,1.051,0.263
300225.SZ_金力泰.csv,17,2.86%,47.06%,35.05%,-15.45%,2.182,1.027
300226.SZ_上海钢联.csv,15,-5.52%,26.67%,10.56%,-31.07%,0.805,0.215
300227.SZ_光韵达.csv,4,1.39%,50.00%,12.16%,-6.58%,1.792,0.896
300228.SZ_富瑞特装.csv,13,0.92%,69.23%,7.78%,-11.70%,0.799,0.553
300229.SZ_拓尔思.csv,5,-3.63%,20.00%,4.28%,-14.68%,0.762,0.152
300230.SZ_永利股份.csv,13,4.32%,53.85%,48.95%,-8.76%,2.905,1.564
300231.SZ_银信科技.csv,11,4.80%,45.45%,55.59%,-7.95%,4.078,1.854
300232.SZ_洲明科技.csv,8,-0.32%,50.00%,15.63%,-21.75%,0.926,0.463
300233.SZ_金城医药.csv,8,-0.53%,75.00%,2.90%,-7.69%,0.219,0.164
300234.SZ_开尔新材.csv,12,-2.32%,41.67%,13.90%,-17.75%,0.826,0.344
300235.SZ_方直科技.csv,8,0.30%,62.50%,3.60%,-4.57%,0.767,0.479
300236.SZ_上海新阳.csv,5,9.85%,80.00%,44.71%,-6.97%,2.016,1.613
300237.SZ_美晨科技.csv,8,10.55%,50.00%,49.68%,-4.15%,7.457,3.729
300238.SZ_冠昊生物.csv,8,-0.66%,37.50%,15.02%,-10.23%,1.322,0.496
300239.SZ_东宝生物.csv,9,1.94%,44.44%,43.24%,-15.76%,1.956,0.869
300240.SZ_飞力达.csv,7,8.89%,57.14%,49.60%,-34.37%,1.811,1.035
300241.SZ_瑞丰光电.csv,7,-0.37%,42.86%,10.39%,-8.07%,1.093,0.468
300242.SZ_佳云科技.csv,14,5.52%,71.43%,26.05%,-6.95%,2.391,1.708
300243.SZ_瑞丰高材.csv,5,8.84%,60.00%,53.34%,-14.00%,1.859,1.115
300244.SZ_迪安诊断.csv,6,1.13%,50.00%,9.15%,-4.84%,1.956,0.978
300245.SZ_天玑科技.csv,2,2.35%,100.00%,2.86%,1.84%,0.024,0.024
300246.SZ_宝莱特.csv,9,4.40%,44.44%,40.91%,-7.30%,4.318,1.919
300247.SZ_融捷健康.csv,6,3.97%,50.00%,18.46%,-6.39%,3.415,1.708
300248.SZ_新开普.csv,9,3.35%,44.44%,19.10%,-6.04%,3.518,1.563
300249.SZ_依米康.csv,9,-10.40%,22.22%,18.13%,-28.88%,0.854,0.19
300250.SZ_初灵信息.csv,7,10.46%,71.43%,47.50%,-12.33%,2.474,1.767
300251.SZ_光线传媒.csv,6,8.67%,83.33%,20.76%,-7.42%,1.603,1.336
300252.SZ_金信诺.csv,5,-1.69%,0.00%,-0.27%,-4.93%,0.0,0.0
300253.SZ_卫宁健康.csv,9,-2.48%,22.22%,9.24%,-11.77%,1.447,0.321
300254.SZ_仟源医药.csv,5,10.27%,40.00%,56.00%,-4.08%,9.274,3.71
300255.SZ_常山药业.csv,2,2.37%,50.00%,5.20%,-0.46%,11.262,5.631
300256.SZ_星星科技.csv,10,3.13%,70.00%,57.00%,-33.06%,0.643,0.45
300257.SZ_开山股份.csv,10,0.50%,40.00%,16.97%,-16.17%,1.684,0.673
300258.SZ_精锻科技.csv,6,-2.69%,50.00%,4.31%,-10.65%,0.272,0.136
300259.SZ_新天科技.csv,8,-0.47%,50.00%,16.72%,-19.31%,0.851,0.426
300260.SZ_新莱应材.csv,9,-6.51%,22.22%,2.17%,-12.89%,0.155,0.035
300261.SZ_雅本化学.csv,7,2.88%,28.57%,42.24%,-13.13%,4.626,1.322
300263.SZ_隆华科技.csv,5,-0.78%,20.00%,13.54%,-7.91%,3.106,0.621
300264.SZ_佳创视讯.csv,6,2.34%,50.00%,15.61%,-7.29%,2.22,1.11
300265.SZ_通光线缆.csv,5,11.57%,60.00%,49.17%,-3.28%,6.217,3.73
300266.SZ_兴源环境.csv,12,2.26%,58.33%,28.34%,-27.78%,1.283,0.748
300267.SZ_尔康制药.csv,18,0.64%,55.56%,11.56%,-6.67%,1.108,0.615
300269.SZ_联建光电.csv,9,2.91%,66.67%,9.56%,-11.76%,1.439,0.96
300270.SZ_中威电子.csv,9,-0.15%,44.44%,13.40%,-10.38%,1.196,0.532
300271.SZ_华宇软件.csv,12,0.55%,50.00%,5.21%,-5.80%,1.567,0.784
300272.SZ_开能健康.csv,2,-2.68%,0.00%,-1.88%,-3.49%,0.0,0.0
300274.SZ_阳光电源.csv,8,3.14%,75.00%,10.14%,-2.64%,2.134,1.601
300275.SZ_梅安森.csv,10,3.99%,50.00%,38.74%,-11.17%,2.156,1.078
300276.SZ_三丰智能.csv,12,2.25%,50.00%,18.43%,-10.84%,1.896,0.948
300277.SZ_海联讯.csv,3,12.73%,33.33%,59.12%,-11.73%,5.649,1.883
300278.SZ_华昌达.csv,12,8.88%,66.67%,32.97%,-13.98%,2.093,1.395
300279.SZ_和晶科技.csv,9,2.01%,44.44%,20.91%,-10.83%,1.89,0.84
300281.SZ_金明精机.csv,8,1.95%,37.50%,20.33%,-16.64%,2.617,0.981
300283.SZ_温州宏丰.csv,10,0.56%,30.00%,10.64%,-5.85%,2.964,0.889
300284.SZ_苏交科.csv,4,3.80%,50.00%,14.66%,-2.77%,4.6,2.3
300285.SZ_国瓷材料.csv,11,-0.30%,45.45%,6.22%,-6.29%,0.956,0.435
300286.SZ_安科瑞.csv,6,11.46%,66.67%,51.24%,-16.25%,1.725,1.15
300287.SZ_飞利信.csv,7,2.57%,57.14%,9.62%,-5.46%,2.003,1.144
300288.SZ_朗玛信息.csv,6,-2.32%,33.33%,3.78%,-11.40%,0.555,0.185
300289.SZ_利德曼.csv,4,10.64%,100.00%,38.50%,0.42%,0.106,0.106
300290.SZ_荣科科技.csv,4,-3.56%,50.00%,0.95%,-15.21%,0.075,0.038
300291.SZ_百纳千成.csv,10,-0.75%,40.00%,8.59%,-9.87%,1.153,0.461
300292.SZ_吴通控股.csv,9,2.36%,77.78%,7.48%,-0.96%,4.894,3.806
300293.SZ_蓝英装备.csv,4,0.05%,25.00%,9.68%,-4.76%,3.059,0.765
300294.SZ_博雅生物.csv,6,1.44%,66.67%,4.75%,-1.95%,1.71,1.14
300295.SZ_三六五网.csv,5,6.88%,80.00%,22.74%,-3.84%,2.49,1.992
300296.SZ_利亚德.csv,8,0.86%,37.50%,19.83%,-12.36%,2.231,0.836
300298.SZ_三诺生物.csv,7,9.35%,85.71%,40.20%,-3.72%,3.095,2.653
300299.SZ_富春股份.csv,3,-5.31%,33.33%,6.59%,-18.94%,0.585,0.195
300300.SZ_ST峡创.csv,9,-1.94%,55.56%,11.22%,-13.85%,0.428,0.238
300302.SZ_同有科技.csv,10,-3.10%,20.00%,4.23%,-9.67%,0.762,0.152
300303.SZ_聚飞光电.csv,5,2.29%,40.00%,12.07%,-3.17%,4.315,1.726
300304.SZ_云意电气.csv,6,6.16%,66.67%,18.76%,-10.38%,2.197,1.464
300305.SZ_裕兴股份.csv,5,4.02%,80.00%,14.03%,-2.73%,2.088,1.671
300306.SZ_远方信息.csv,4,-0.27%,50.00%,7.27%,-10.94%,0.903,0.451
300307.SZ_慈星股份.csv,7,-2.02%,57.14%,46.91%,-58.71%,0.606,0.347
300308.SZ_中际旭创.csv,7,10.09%,71.43%,55.45%,-4.73%,5.068,3.62
300310.SZ_宜通世纪.csv,6,3.22%,66.67%,7.77%,-0.38%,12.893,8.595
300311.SZ_任子行.csv,1,-5.99%,0.00%,-5.99%,-5.99%,0.0,0.0
300314.SZ_戴维医疗.csv,11,2.95%,72.73%,22.19%,-14.87%,0.753,0.548
300315.SZ_掌趣科技.csv,5,10.97%,60.00%,54.52%,-14.21%,2.677,1.606
300316.SZ_晶盛机电.csv,15,-1.12%,46.67%,26.96%,-18.03%,0.924,0.431
300317.SZ_珈伟新能.csv,5,1.57%,60.00%,7.38%,-5.02%,1.593,0.956
300318.SZ_博晖创新.csv,8,2.31%,50.00%,54.57%,-31.90%,1.412,0.706
300319.SZ_麦捷科技.csv,6,-2.37%,33.33%,2.56%,-7.92%,0.494,0.165
300320.SZ_海达股份.csv,12,-5.54%,16.67%,7.26%,-18.33%,0.634,0.106
300321.SZ_同大股份.csv,7,7.70%,57.14%,52.00%,-13.89%,2.912,1.664
300322.SZ_硕贝德.csv,4,-0.60%,50.00%,5.65%,-8.48%,0.74,0.37
300323.SZ_华灿光电.csv,4,-4.45%,50.00%,5.02%,-21.94%,0.255,0.128
300324.SZ_旋极信息.csv,14,-2.27%,42.86%,10.98%,-27.93%,0.726,0.311
300326.SZ_ST凯利.csv,10,2.82%,60.00%,22.78%,-16.17%,1.319,0.791
300327.SZ_中颖电子.csv,2,-1.90%,50.00%,3.33%,-7.14%,0.467,0.234
300328.SZ_宜安科技.csv,3,0.20%,33.33%,3.83%,-2.93%,2.372,0.791
300329.SZ_海伦钢琴.csv,8,11.83%,75.00%,45.61%,-6.26%,4.111,3.084
300331.SZ_苏大维格.csv,7,1.17%,57.14%,7.84%,-5.80%,1.361,0.778
300332.SZ_天壕能源.csv,2,4.00%,50.00%,13.76%,-5.76%,2.389,1.194
300333.SZ_兆日科技.csv,7,3.81%,57.14%,62.68%,-33.27%,1.147,0.655
300334.SZ_津膜科技.csv,11,5.58%,63.64%,47.24%,-9.03%,2.472,1.573
300335.SZ_迪森股份.csv,6,6.32%,66.67%,36.12%,-12.96%,1.654,1.103
300337.SZ_银邦股份.csv,9,-1.98%,44.44%,15.93%,-17.19%,0.713,0.317
300339.SZ_润和软件.csv,6,-0.71%,33.33%,14.01%,-5.77%,1.574,0.525
300340.SZ_科恒股份.csv,5,5.28%,20.00%,52.41%,-7.59%,8.056,1.611
300341.SZ_麦克奥迪.csv,11,3.29%,54.55%,54.76%,-15.82%,1.755,0.957
300342.SZ_天银机电.csv,2,-3.24%,50.00%,0.87%,-7.34%,0.118,0.059
300343.SZ_ST联创.csv,15,-1.15%,53.33%,7.20%,-21.59%,0.528,0.282
300344.SZ_ST立方.csv,4,13.13%,50.00%,56.96%,-8.53%,6.737,3.368
300345.SZ_华民股份.csv,11,0.95%,45.45%,19.94%,-10.99%,1.495,0.68
300346.SZ_南大光电.csv,3,-0.20%,33.33%,1.26%,-1.87%,0.676,0.225
300347.SZ_泰格医药.csv,10,3.89%,60.00%,16.18%,-5.42%,2.603,1.562
300348.SZ_长亮科技.csv,7,13.58%,85.71%,42.17%,-3.52%,4.664,3.998
300349.SZ_金卡智能.csv,4,-8.87%,50.00%,3.76%,-21.85%,0.166,0.083
300350.SZ_华鹏飞.csv,5,0.94%,60.00%,3.74%,-2.56%,1.368,0.821
300351.SZ_永贵电器.csv,8,-0.60%,37.50%,12.34%,-13.95%,1.404,0.526
300352.SZ_北信源.csv,9,1.51%,66.67%,11.75%,-7.85%,0.909,0.606
300353.SZ_东土科技.csv,6,-0.50%,33.33%,9.37%,-7.59%,1.54,0.513
300354.SZ_东华测试.csv,3,22.50%,100.00%,60.59%,1.46%,0.225,0.225
300355.SZ_蒙草生态.csv,15,1.25%,73.33%,5.01%,-6.20%,0.948,0.695
300357.SZ_我武生物.csv,8,4.33%,87.50%,13.72%,-0.52%,9.592,8.393
300358.SZ_楚天科技.csv,7,5.49%,28.57%,44.14%,-14.29%,5.287,1.511
300359.SZ_全通教育.csv,12,-0.34%,33.33%,43.46%,-20.44%,1.874,0.625
300360.SZ_炬华科技.csv,7,1.28%,57.14%,8.63%,-2.20%,2.244,1.282
300363.SZ_博腾股份.csv,15,4.62%,66.67%,38.56%,-9.49%,1.552,1.035
300364.SZ_中文在线.csv,10,-3.89%,20.00%,5.55%,-10.21%,0.526,0.105
300365.SZ_恒华科技.csv,14,4.61%,57.14%,46.24%,-5.50%,3.098,1.77
300366.SZ_创意信息.csv,13,-7.43%,30.77%,13.17%,-30.40%,0.347,0.107
300368.SZ_汇金股份.csv,7,-1.88%,14.29%,48.80%,-30.04%,4.724,0.675
300369.SZ_绿盟科技.csv,9,2.55%,44.44%,51.68%,-12.95%,1.934,0.86
300370.SZ_安控科技.csv,13,1.77%,61.54%,10.78%,-10.33%,1.203,0.74
300371.SZ_汇中股份.csv,4,11.56%,50.00%,50.83%,-6.52%,7.486,3.743
300373.SZ_扬杰科技.csv,6,4.99%,83.33%,18.77%,-4.26%,1.604,1.337
300374.SZ_中铁装配.csv,9,8.54%,55.56%,45.40%,-6.84%,6.416,3.564
300375.SZ_鹏翎股份.csv,8,-3.88%,37.50%,12.41%,-18.83%,0.743,0.279
300376.SZ_ST易事特.csv,5,-0.72%,40.00%,25.57%,-16.54%,1.349,0.54
300377.SZ_赢时胜.csv,9,-4.30%,22.22%,20.65%,-23.61%,1.799,0.4
300378.SZ_鼎捷数智.csv,5,1.01%,60.00%,13.24%,-19.52%,0.814,0.488
300380.SZ_安硕信息.csv,7,5.12%,42.86%,51.70%,-18.84%,2.697,1.156
300381.SZ_溢多利.csv,3,-2.62%,33.33%,0.59%,-5.91%,0.14,0.047
300382.SZ_斯莱克.csv,6,-0.30%,16.67%,61.95%,-33.33%,4.857,0.81
300383.SZ_光环新网.csv,10,8.83%,90.00%,18.07%,-3.89%,2.63,2.367
300384.SZ_三联虹普.csv,9,8.86%,77.78%,36.80%,-5.97%,3.562,2.77
300385.SZ_雪浪环境.csv,7,-0.19%,28.57%,52.72%,-18.68%,2.445,0.699
300386.SZ_飞天诚信.csv,4,-7.38%,50.00%,29.31%,-65.27%,0.555,0.278
300387.SZ_富邦科技.csv,3,2.18%,100.00%,5.95%,0.23%,0.022,0.022
300388.SZ_节能国祯.csv,7,-0.33%,71.43%,11.05%,-16.86%,0.372,0.266
300389.SZ_艾比森.csv,3,14.76%,66.67%,41.54%,-0.92%,24.625,16.416
300390.SZ_天华新能.csv,10,3.65%,60.00%,43.07%,-22.00%,1.246,0.748
300393.SZ_中来股份.csv,14,-2.13%,35.71%,9.27%,-12.89%,0.762,0.272
300394.SZ_天孚通信.csv,1,5.23%,100.00%,5.23%,5.23%,0.052,0.052
300395.SZ_菲利华.csv,6,2.05%,66.67%,12.64%,-7.39%,1.034,0.689
300396.SZ_迪瑞医疗.csv,11,-4.34%,45.45%,3.37%,-20.65%,0.19,0.087
300397.SZ_天和防务.csv,5,1.39%,60.00%,5.35%,-5.43%,1.504,0.903
300398.SZ_飞凯材料.csv,10,-4.25%,50.00%,9.12%,-22.29%,0.342,0.171
300399.SZ_天利科技.csv,11,1.14%,45.45%,55.98%,-27.10%,1.388,0.631
300400.SZ_劲拓股份.csv,9,11.28%,66.67%,52.71%,-7.54%,3.442,2.294
300401.SZ_花园生物.csv,11,7.87%,81.82%,33.48%,-2.66%,3.727,3.05
300402.SZ_宝色股份.csv,1,-2.98%,0.00%,-2.98%,-2.98%,0.0,0.0
300403.SZ_汉宇集团.csv,7,-0.89%,42.86%,4.52%,-8.99%,0.746,0.32
300404.SZ_博济医药.csv,8,-2.90%,37.50%,4.13%,-19.91%,0.454,0.17
300405.SZ_科隆股份.csv,7,1.83%,57.14%,7.91%,-6.79%,1.742,0.995
300406.SZ_九强生物.csv,2,23.71%,100.00%,45.36%,2.06%,0.237,0.237
300407.SZ_凯发电气.csv,6,3.67%,100.00%,6.38%,0.89%,0.037,0.037
300408.SZ_三环集团.csv,11,-0.41%,45.45%,8.39%,-8.28%,0.982,0.446
